#{"t_start": 1645379623.556783, "env_id": null}
r,l,t 
1.309524,14,634.58871
1.166667,8,634.684711
-0.761905,11,634.81871
1.190476,9,634.920712
1.238095,11,635.047709
1.119048,6,635.118712
1.095238,5,635.182713
-9.738095,12,635.340711
1.214286,10,635.464713
1.142857,7,635.578711
1.238095,11,635.716707
1.119048,6,635.863711
1.190476,9,635.966708
1.261905,12,636.093754
1.214286,10,636.202674
1.285714,13,636.343333
-0.785714,10,636.459338
1.166667,8,636.547338
1.142857,7,636.629334
1.071429,4,636.683333
1.285714,13,636.821215
1.095238,5,636.884215
1.190476,9,636.986215
1.142857,7,637.067214
-0.833333,8,637.161215
1.142857,7,637.246217
1.261905,12,637.467213
1.119048,6,637.542217
1.166667,8,637.634479
1.190476,9,637.737478
1.142857,7,637.820479
-0.833333,8,637.919477
1.166667,8,638.012636
-0.880952,6,638.089636
1.190476,9,638.192634
-0.809524,9,638.628633
1.166667,8,638.721636
1.190476,9,638.829637
1.166667,8,638.943634
1.214286,10,639.049632
1.142857,7,639.131634
1.095238,5,639.195636
1.166667,8,639.378957
1.190476,9,639.476958
1.119048,6,639.548512
1.142857,7,639.628516
1.166667,8,639.717511
1.190476,9,639.816511
1.071429,4,639.868176
1.095238,5,639.932171
1.142857,7,640.012172
1.190476,9,640.108173
1.119048,6,640.177979
1.190476,9,640.276555
1.142857,7,640.357557
1.166667,8,640.446554
1.119048,6,640.516559
1.190476,9,640.61511
-0.880952,6,640.689717
1.071429,4,640.743494
1.095238,5,640.880495
1.071429,4,640.942497
1.190476,9,641.038498
1.166667,8,641.126498
1.190476,9,641.220498
1.166667,8,641.312494
1.166667,8,641.401493
-0.809524,9,641.502493
1.119048,6,641.572494
-0.880952,6,641.648495
1.142857,7,641.73165
1.142857,7,641.812645
1.095238,5,641.872646
1.214286,10,641.983646
1.142857,7,642.063646
1.214286,10,642.170646
1.238095,11,642.287646
1.190476,9,642.464953
1.190476,9,642.562957
-0.738095,12,642.694953
1.214286,10,642.8033
1.214286,10,642.910449
-0.857143,7,642.993958
1.238095,11,643.112968
1.190476,9,643.209986
1.190476,9,643.305998
1.238095,11,643.422999
-0.761905,11,643.546605
1.238095,11,643.709465
1.071429,4,643.764463
1.071429,4,643.816463
1.166667,8,643.982361
1.238095,11,644.100361
1.142857,7,644.180301
-0.904762,5,644.246453
1.214286,10,644.353456
1.214286,10,644.464247
1.166667,8,644.553234
1.095238,5,644.615253
1.095238,5,644.716255
-9.738095,12,644.894252
1.190476,9,644.999275
1.261905,12,645.12829
1.190476,9,645.235289
1.095238,5,645.294303
-0.833333,8,645.388319
-9.690476,14,645.605244
1.261905,12,645.730242
1.214286,10,645.837243
-0.904762,5,645.905244
1.142857,7,645.986243
1.071429,4,646.038984
1.166667,8,646.127159
-0.904762,5,646.192162
1.119048,6,646.263163
1.119048,6,646.335162
1.190476,9,646.433159
1.142857,7,646.514353
-0.880952,6,646.588353
1.261905,12,646.717349
-0.761905,11,646.850349
1.166667,8,646.942366
1.095238,5,647.004365
1.214286,10,647.186364
1.095238,5,647.248763
1.119048,6,647.325764
1.166667,8,647.416759
-0.857143,7,647.50476
1.214286,10,647.624762
1.071429,4,647.677759
1.071429,4,647.735763
1.095238,5,647.79976
-0.857143,7,647.88676
1.071429,4,647.940761
1.190476,9,648.037759
1.119048,6,648.108762
1.095238,5,648.16876
1.142857,7,648.249759
1.071429,4,648.30402
1.214286,10,648.414015
1.142857,7,648.498016
1.238095,11,648.614686
1.119048,6,648.764903
1.166667,8,648.857157
1.142857,7,648.936153
1.214286,10,649.048895
-0.761905,11,649.167037
1.095238,5,649.230038
1.166667,8,649.321851
1.238095,11,649.439851
1.190476,9,649.535911
1.071429,4,649.587911
1.166667,8,649.68091
-0.809524,9,649.785911
1.095238,5,649.847912
1.166667,8,649.935912
1.119048,6,650.007912
-0.714286,13,650.148912
-0.904762,5,650.289916
1.190476,9,650.388912
1.166667,8,650.476912
1.142857,7,650.555379
1.142857,7,650.637379
1.071429,4,650.692379
1.190476,9,650.788905
1.119048,6,650.859905
1.119048,6,650.928903
1.238095,11,651.047371
1.119048,6,651.118369
1.357143,16,651.280367
1.190476,9,651.379368
-0.857143,7,651.461367
1.142857,7,651.549368
1.142857,7,651.629367
1.238095,11,651.821749
1.095238,5,651.882748
1.119048,6,651.951747
-0.833333,8,652.047856
1.190476,9,652.14767
-0.738095,12,652.27667
-0.857143,7,652.360673
1.190476,9,652.471673
1.261905,12,652.603674
-0.809524,9,652.70367
1.142857,7,652.785672
1.214286,10,652.91067
-0.809524,9,653.00467
1.166667,8,653.083671
1.095238,5,653.137674
1.190476,9,653.292673
1.190476,9,653.414669
1.166667,8,653.493673
1.309524,14,653.621674
1.095238,5,653.676674
1.238095,11,653.784674
1.214286,10,653.879674
1.142857,7,653.95267
-0.928571,4,654.005674
-0.928571,4,654.068671
1.238095,11,654.179674
1.142857,7,654.25167
1.095238,5,654.30567
-9.595238,18,654.464701
-0.785714,10,654.568701
1.142857,7,654.715703
1.166667,8,654.806703
-0.785714,10,654.908699
1.166667,8,654.994701
1.285714,13,655.1197
1.238095,11,655.2227
1.142857,7,655.294701
1.333333,15,655.433699
1.142857,7,655.50426
1.095238,5,655.560256
1.166667,8,655.638256
1.071429,4,655.68526
1.238095,11,655.791256
1.238095,11,655.894256
1.261905,12,656.074502
1.142857,7,656.146506
1.238095,11,656.248507
1.261905,12,656.357502
1.309524,14,656.482506
1.142857,7,656.555501
1.166667,8,656.6464
1.142857,7,656.740395
1.119048,6,656.805397
-0.880952,6,656.8714
1.166667,8,656.953396
1.095238,5,657.009398
1.190476,9,657.097396
-0.738095,12,657.212272
1.380952,17,657.436273
1.166667,8,657.515276
1.142857,7,657.622273
1.214286,10,657.718277
1.142857,7,657.791276
1.142857,7,658.144276
-0.904762,5,658.203276
-0.785714,10,658.300277
1.285714,13,658.419274
-0.857143,7,658.492272
1.142857,7,658.563695
1.190476,9,658.648691
1.214286,10,658.745694
1.261905,12,658.857695
1.095238,5,658.91169
1.071429,4,659.029603
1.190476,9,659.115579
1.142857,7,659.188584
1.190476,9,659.277584
1.142857,7,659.347584
1.238095,11,659.450584
1.071429,4,659.498221
1.166667,8,659.578222
1.119048,6,659.64022
-0.904762,5,659.698056
1.238095,11,659.802054
-0.785714,10,659.903054
1.166667,8,659.983054
1.142857,7,660.055054
1.142857,7,660.125055
1.142857,7,660.19694
1.190476,9,660.28494
-0.880952,6,660.417897
1.142857,7,660.490897
1.142857,7,660.561901
1.142857,7,660.634897
1.142857,7,660.705897
1.285714,13,660.827349
1.214286,10,660.921353
1.261905,12,661.031349
1.142857,7,661.105211
1.309524,14,661.233211
1.214286,10,661.328207
1.142857,7,661.398207
1.095238,5,661.451206
1.095238,5,661.505207
1.190476,9,661.59321
-0.785714,10,661.759207
1.261905,12,661.871206
1.071429,4,661.91721
-0.833333,8,662.026211
1.095238,5,662.082206
1.119048,6,662.144211
1.214286,10,662.239205
-0.857143,7,662.314024
1.142857,7,662.38802
1.190476,9,662.477022
-0.761905,11,662.582024
1.214286,10,662.676837
1.309524,14,662.807842
1.190476,9,662.895842
1.214286,10,663.057837
1.095238,5,663.112837
1.190476,9,663.201842
1.166667,8,663.281842
1.142857,7,663.351842
1.142857,7,663.422842
1.238095,11,663.524842
1.142857,7,663.596842
1.190476,9,663.685843
-0.880952,6,663.752842
1.285714,13,663.873842
1.095238,5,663.929841
1.214286,10,664.02984
-0.809524,9,664.121841
1.238095,11,664.225842
1.095238,5,664.280842
1.285714,13,664.467838
-0.738095,12,664.583841
1.095238,5,664.639841
1.071429,4,664.686841
1.214286,10,664.787838
1.214286,10,664.886837
1.190476,9,664.977839
1.142857,7,665.052839
1.119048,6,665.119837
1.309524,14,665.251839
-0.928571,4,665.322838
1.166667,8,665.402841
1.190476,9,665.490842
1.166667,8,665.567842
1.261905,12,665.681842
1.119048,6,665.811837
1.357143,16,665.955842
1.238095,11,666.062841
-9.642857,16,666.203848
1.238095,11,666.306841
1.166667,8,666.387839
1.095238,5,666.442842
-0.833333,8,666.552841
-0.857143,7,666.628842
1.071429,4,666.679839
1.142857,7,666.751837
1.238095,11,666.855842
1.142857,7,666.926843
-0.833333,8,667.008843
-0.833333,8,667.156839
1.214286,10,667.253842
1.119048,6,667.317842
-0.880952,6,667.388839
1.166667,8,667.474842
-0.880952,6,667.541842
1.119048,6,667.605882
-0.880952,6,667.679883
1.261905,12,667.792879
1.095238,5,667.84688
1.166667,8,667.92588
1.119048,6,667.99088
1.238095,11,668.09488
1.214286,10,668.191051
-0.761905,11,668.297191
1.142857,7,668.369191
1.095238,5,668.425191
1.142857,7,668.561793
1.238095,11,668.665815
1.190476,9,668.753837
1.119048,6,668.817857
1.261905,12,668.932876
1.119048,6,668.997896
1.190476,9,669.089896
1.190476,9,669.177896
1.166667,8,669.259896
1.190476,9,669.347919
1.142857,7,669.436918
1.166667,8,669.515918
1.166667,8,669.595914
1.095238,5,669.651913
-0.833333,8,669.740914
1.142857,7,669.812913
1.190476,9,669.969913
1.214286,10,670.066931
1.119048,6,670.130917
1.071429,4,670.178917
-0.857143,7,670.251918
1.166667,8,670.331918
1.190476,9,670.416918
1.214286,10,670.529918
1.095238,5,670.586918
-0.904762,5,670.644918
1.214286,10,670.739915
1.238095,11,670.844914
1.142857,7,670.915918
1.166667,8,670.995917
-0.857143,7,671.069847
1.166667,8,671.14885
-0.809524,9,671.304698
-0.761905,11,671.412453
1.261905,12,671.525105
1.333333,15,671.6601
-0.833333,8,671.743011
-0.809524,9,671.836031
1.285714,13,671.966063
1.142857,7,672.052053
-0.928571,4,672.104072
1.214286,10,672.200091
1.190476,9,672.286091
1.190476,9,672.372102
-0.738095,12,672.488211
-0.809524,9,672.646147
1.142857,7,672.719168
-0.880952,6,672.789178
1.214286,10,672.88518
1.166667,8,672.9652
1.238095,11,673.070219
1.119048,6,673.134233
-0.857143,7,673.208205
1.214286,10,673.304219
1.119048,6,673.36721
1.119048,6,673.429576
1.142857,7,673.499571
-0.761905,11,673.60357
1.190476,9,673.692591
1.166667,8,673.772588
1.238095,11,673.874871
1.095238,5,673.995963
1.190476,9,674.086966
1.095238,5,674.142962
-0.833333,8,674.248967
-0.928571,4,674.309959
1.214286,10,674.404045
1.261905,12,674.515043
1.166667,8,674.59405
1.166667,8,674.673045
1.142857,7,674.74605
1.190476,9,674.840045
1.238095,11,674.950045
1.190476,9,675.041044
1.095238,5,675.096045
1.214286,10,675.190046
1.214286,10,675.348974
1.142857,7,675.70498
1.238095,11,675.809977
1.190476,9,675.894975
1.142857,7,675.965764
1.190476,9,676.053763
1.261905,12,676.163764
1.261905,12,676.273767
1.166667,8,676.354764
1.142857,7,676.452764
1.190476,9,676.544764
1.166667,8,676.622764
1.119048,6,676.685765
1.261905,12,676.798765
1.142857,7,676.868902
1.119048,6,677.000445
1.095238,5,677.05445
1.166667,8,677.133445
1.166667,8,677.215445
-0.714286,13,677.337683
1.142857,7,677.407683
1.095238,5,677.461682
-0.833333,8,677.552687
1.119048,6,677.614683
1.309524,14,677.748688
1.285714,13,677.866622
-9.714286,13,677.982623
1.119048,6,678.044622
-0.761905,11,678.149622
1.285714,13,678.337005
1.071429,4,678.383008
1.095238,5,678.437009
1.142857,7,678.508003
1.309524,14,678.634008
1.142857,7,678.706004
1.095238,5,678.764008
1.166667,8,678.845983
1.142857,7,678.915987
1.238095,11,679.018541
1.238095,11,679.125539
1.166667,8,679.202937
1.357143,16,679.346933
1.095238,5,679.400932
1.166667,8,679.480937
1.190476,9,679.634697
1.166667,8,679.714702
1.309524,14,679.844702
1.119048,6,679.908703
1.119048,6,679.971702
1.142857,7,680.042702
1.095238,5,680.098699
-0.833333,8,680.183697
-0.690476,14,680.317702
1.238095,11,680.421697
1.095238,5,680.476156
-0.809524,9,680.566156
-0.809524,9,680.658152
1.166667,8,680.743156
1.166667,8,680.822157
-0.833333,8,680.904152
1.214286,10,681.067156
1.190476,9,681.158154
1.095238,5,681.213156
1.095238,5,681.269156
1.214286,10,681.364152
1.119048,6,681.426157
-9.666667,15,681.560157
1.214286,10,681.656156
1.214286,10,681.754156
1.309524,14,681.886152
1.142857,7,681.958157
-9.642857,16,682.098159
1.285714,13,682.286191
1.190476,9,682.375196
1.119048,6,682.438196
1.214286,10,682.554198
1.238095,11,682.661196
1.261905,12,682.776191
-9.809524,9,682.860195
-0.857143,7,682.934195
1.166667,8,683.014195
1.190476,9,683.104191
-0.714286,13,683.231195
1.095238,5,683.287195
1.095238,5,683.342196
1.071429,4,683.388196
1.285714,13,683.509196
1.261905,12,683.692191
-0.809524,9,683.785195
-9.857143,7,683.854195
1.238095,11,683.959191
-0.857143,7,684.03419
1.142857,7,684.109194
1.142857,7,684.181195
1.119048,6,684.244191
1.119048,6,684.307195
-9.666667,15,684.441195
1.357143,16,684.584207
1.261905,12,684.698207
1.261905,12,684.815212
-0.833333,8,684.974207
1.095238,5,685.030206
-9.761905,11,685.137208
1.142857,7,685.211207
1.190476,9,685.297208
1.214286,10,685.391811
-0.880952,6,685.458198
1.166667,8,685.536197
1.119048,6,685.600197
1.190476,9,685.688198
1.071429,4,685.735196
1.190476,9,685.822198
1.190476,9,685.908198
1.119048,6,685.972197
1.261905,12,686.084197
1.119048,6,686.148199
-0.785714,10,686.311018
1.285714,13,686.432017
-0.880952,6,686.49802
1.190476,9,686.602021
1.095238,5,686.657017
1.142857,7,686.727022
1.166667,8,686.807022
-0.833333,8,686.89002
1.166667,8,686.971021
1.214286,10,687.065021
-0.809524,9,687.157022
1.166667,8,687.237021
-0.738095,12,687.35202
1.095238,5,687.406021
1.142857,7,687.476021
1.142857,7,687.546023
1.119048,6,687.681017
-0.761905,11,687.798017
1.214286,10,687.892018
1.119048,6,687.95802
-0.809524,9,688.049022
1.166667,8,688.129022
1.142857,7,688.200021
1.238095,11,688.303017
1.142857,7,688.372022
1.238095,11,688.476022
1.261905,12,688.590017
1.119048,6,688.651021
1.285714,13,688.773022
1.166667,8,688.852017
1.214286,10,689.014017
1.142857,7,689.084021
1.095238,5,689.140018
1.190476,9,689.230017
-0.857143,7,689.30602
1.285714,13,689.426022
1.095238,5,689.480022
-0.857143,7,689.553022
1.095238,5,689.610156
-0.738095,12,689.725176
1.166667,8,689.804197
1.071429,4,689.850197
1.142857,7,689.921215
1.309524,14,690.050233
1.238095,11,690.154619
1.214286,10,690.24965
1.238095,11,690.419232
1.142857,7,690.489237
1.142857,7,690.559237
1.238095,11,690.659237
1.190476,9,690.747237
1.071429,4,690.793237
1.190476,9,690.879236
1.285714,13,690.999238
1.095238,5,691.053237
1.261905,12,691.167233
-0.785714,10,691.267232
1.119048,6,691.329681
1.166667,8,691.406681
1.285714,13,691.551375
1.071429,4,691.599025
-0.857143,7,691.741954
1.142857,7,691.812209
1.166667,8,691.890209
1.119048,6,691.953599
1.214286,10,692.050483
-0.738095,12,692.1646
-0.880952,6,692.233596
1.071429,4,692.279595
1.190476,9,692.366468
-0.738095,12,692.481464
1.190476,9,692.569484
1.214286,10,692.663503
1.142857,7,693.023587
1.261905,12,693.1346
1.166667,8,693.212613
1.142857,7,693.361445
1.190476,9,693.447468
1.142857,7,693.517504
1.166667,8,693.594505
1.214286,10,693.687505
1.071429,4,693.733524
1.190476,9,693.820541
1.119048,6,693.881544
-0.904762,5,693.938566
1.214286,10,694.040586
1.119048,6,694.102586
1.095238,5,694.160586
1.166667,8,694.239583
1.142857,7,694.309604
1.190476,9,694.396586
1.166667,8,694.473607
1.214286,10,694.569606
1.261905,12,694.752602
1.095238,5,694.809602
-0.761905,11,694.924603
-9.785714,10,695.024602
1.190476,9,695.113599
1.142857,7,695.184602
1.119048,6,695.247606
1.142857,7,695.318604
-0.809524,9,695.410605
1.071429,4,695.458608
1.095238,5,695.512607
1.238095,11,695.614607
1.190476,9,695.701607
1.095238,5,695.757607
1.095238,5,695.812606
1.166667,8,695.890606
1.261905,12,696.065603
1.095238,5,696.119607
-0.833333,8,696.203606
1.214286,10,696.300607
1.214286,10,696.394607
1.166667,8,696.472607
1.071429,4,696.518606
1.190476,9,696.605614
-0.833333,8,696.689605
-0.785714,10,696.789606
1.142857,7,696.860813
1.142857,7,696.930814
-0.833333,8,697.017809
1.095238,5,697.073807
1.166667,8,697.151814
1.142857,7,697.222811
1.166667,8,697.303813
-0.904762,5,697.431675
1.190476,9,697.518679
1.238095,11,697.62468
1.238095,11,697.737963
1.166667,8,697.854965
1.119048,6,697.919972
1.214286,10,698.01682
-0.857143,7,698.09182
1.071429,4,698.138821
-0.857143,7,698.21682
1.095238,5,698.272822
1.190476,9,698.35982
1.261905,12,698.46982
1.166667,8,698.568269
-0.833333,8,698.650788
1.214286,10,698.813831
1.190476,9,698.909832
1.214286,10,699.011828
1.119048,6,699.076832
-0.833333,8,699.162832
1.214286,10,699.259832
1.166667,8,699.340832
1.166667,8,699.420832
1.142857,7,699.493831
-0.833333,8,699.576524
1.119048,6,699.64052
